Sunlight(Lux),WSGust,WDGust,GloblRad,Precp,TxSoil0cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,WindSpeed(m/s)_yes,Pressure(hpa)_yes,Temperature(°C)_yes,Humidity(%)_yes,Sunlight(Lux)_yes,Power(mW)_yes,WSGust_yes,WDGust_yes,GloblRad_yes,Precp_yes,TxSoil0cm_yes,TxSoil10cm_yes,TxSoil20cm_yes,TxSoil50cm_yes,TxSoil100cm_yes,Sunlight(Lux)_last_min,Sunlight(Lux)_last_2min,Time,Minute,Direction_x,Direction_y,Location,Height,Predicted_Power
74780.24525791996,2.8,218.0,2.2,0.0,29.4,28.9,29.0,29.2,28.2,0.0,1008.64,36.9,72.78,27050.0,155.2,2.0,241.0,1.2,0.0,29.3,29.1,29.3,29.4,28.1,69499.13131062892,59429.87544488384,3.0,30.0,1.0,0.0,17.0,2.0,722.68
74797.0335499279,2.8,218.0,2.2,0.0,29.4,28.9,29.0,29.2,28.2,0.0,1008.68,36.38,76.92,25344.67,136.67,2.0,241.0,1.2,0.0,29.3,29.1,29.3,29.4,28.1,74780.24525791996,69499.13131062892,4.0,40.0,1.0,0.0,17.0,2.0,635.51
77150.10623357697,2.8,218.0,2.2,0.0,29.4,28.9,29.0,29.2,28.2,0.0,1008.73,35.9,79.7,22548.0,108.13,2.0,241.0,1.2,0.0,29.3,29.1,29.3,29.4,28.1,74797.0335499279,74780.24525791996,5.0,50.0,1.0,0.0,17.0,2.0,665.79
76046.02956250713,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1008.84,35.08,83.03,21510.5,97.62,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,77150.10623357697,74797.0335499279,6.0,0.0,1.0,0.0,17.0,2.0,845.88
72631.5398298106,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1008.92,35.41,83.99,28513.08,169.58,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,76046.02956250713,77150.10623357697,7.0,10.0,1.0,0.0,17.0,2.0,815.49
67740.07464097891,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1009.48,38.61,75.6,60999.24,813.97,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,72631.5398298106,76046.02956250713,8.0,20.0,1.0,0.0,17.0,2.0,1008.7
69390.32553834263,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1009.23,42.19,57.85,49829.9,535.47,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,67740.07464097891,72631.5398298106,9.0,30.0,1.0,0.0,17.0,2.0,893.26
64981.132200140186,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1009.59,43.79,53.5,80126.43,1260.6,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,69390.32553834263,67740.07464097891,10.0,40.0,1.0,0.0,17.0,2.0,1018.01
63303.68462119163,2.5,208.0,2.8,0.0,30.1,29.1,29.0,29.1,28.2,0.0,1009.44,46.9,47.1,80747.25,1027.98,3.1,43.0,1.5,0.0,29.8,29.3,29.3,29.3,28.1,64981.132200140186,69390.32553834263,11.0,50.0,1.0,0.0,17.0,2.0,906.98
72636.59619002367,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1009.08,50.87,42.06,85574.19,672.31,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,63303.68462119163,64981.132200140186,12.0,0.0,1.0,0.0,17.0,2.0,484.54
70695.2731661103,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1008.4,49.11,40.07,47459.23,511.08,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,72636.59619002367,63303.68462119163,13.0,10.0,1.0,0.0,17.0,2.0,867.96
68448.65617136225,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1008.58,45.97,44.69,58330.16,760.64,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,70695.2731661103,72636.59619002367,14.0,20.0,1.0,0.0,17.0,2.0,833.39
67793.1105698871,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1008.45,46.34,44.52,59129.23,755.2,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,68448.65617136225,70695.2731661103,15.0,30.0,1.0,0.0,17.0,2.0,844.83
67003.8608785069,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1008.22,45.11,45.09,49492.41,534.37,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,67793.1105698871,68448.65617136225,16.0,40.0,1.0,0.0,17.0,2.0,768.47
57394.126029651416,2.4,193.0,3.1,0.0,30.8,29.4,29.1,29.1,28.2,0.0,1008.08,43.29,48.01,40804.48,366.94,4.0,38.0,1.0,0.0,29.9,29.5,29.4,29.3,28.1,67003.8608785069,67793.1105698871,17.0,50.0,1.0,0.0,17.0,2.0,662.81
61662.95992864984,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.9,41.28,51.63,32357.0,231.76,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,57394.126029651416,67003.8608785069,18.0,0.0,1.0,0.0,17.0,2.0,851.59
58935.51763465074,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.81,39.73,56.77,29852.58,193.87,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,61662.95992864984,57394.126029651416,19.0,10.0,1.0,0.0,17.0,2.0,700.96
56380.05600703598,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.83,38.55,62.47,29602.67,192.32,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,58935.51763465074,61662.95992864984,20.0,20.0,1.0,0.0,17.0,2.0,716.83
54738.19803836164,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.78,38.09,65.8,30400.5,203.07,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,56380.05600703598,58935.51763465074,21.0,30.0,1.0,0.0,17.0,2.0,651.13
53294.708899987774,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.56,37.4,69.04,30655.17,208.39,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,54738.19803836164,56380.05600703598,22.0,40.0,1.0,0.0,17.0,2.0,606.31
55489.60880786713,3.0,99.0,3.6,0.0,31.8,29.9,29.3,29.1,28.2,0.0,1007.56,39.01,67.55,45391.13,491.26,3.2,110.0,1.3,0.0,30.3,29.7,29.4,29.3,28.1,53294.708899987774,54738.19803836164,23.0,50.0,1.0,0.0,17.0,2.0,673.91
51486.69907825458,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1007.52,42.17,54.63,47448.21,549.78,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,55489.60880786713,53294.708899987774,24.0,0.0,1.0,0.0,17.0,2.0,673.06
43248.666894887436,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1007.3,42.45,51.73,38889.58,350.22,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,51486.69907825458,55489.60880786713,25.0,10.0,1.0,0.0,17.0,2.0,592.11
38661.97083207266,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1007.26,41.93,52.28,38878.39,355.21,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,43248.666894887436,51486.69907825458,26.0,20.0,1.0,0.0,17.0,2.0,472.65
37859.7344813903,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1007.04,40.38,55.33,30657.0,225.26,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,38661.97083207266,43248.666894887436,27.0,30.0,1.0,0.0,17.0,2.0,588.4
38800.65289711412,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1007.35,41.59,55.52,48720.83,631.43,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,37859.7344813903,38661.97083207266,28.0,40.0,1.0,0.0,17.0,2.0,520.15
37235.05354064708,2.8,83.0,3.6,0.0,32.8,30.5,29.6,29.1,28.2,0.0,1006.98,45.34,47.11,38500.68,440.11,4.1,106.0,1.9,0.0,30.8,29.9,29.5,29.2,28.1,38800.65289711412,37859.7344813903,29.0,50.0,1.0,0.0,17.0,2.0,610.63
26699.931598996114,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.46,40.91,51.05,17825.58,69.54,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,37235.05354064708,38800.65289711412,30.0,0.0,1.0,0.0,17.0,2.0,240.65
13666.489643278534,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.58,36.86,65.46,18887.75,82.73,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,26699.931598996114,37235.05354064708,31.0,10.0,1.0,0.0,17.0,2.0,17.49
14572.743759761826,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.62,36.29,71.56,25946.67,155.89,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,13666.489643278534,26699.931598996114,32.0,20.0,1.0,0.0,17.0,2.0,77.72
13009.243751552161,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.61,36.51,69.75,21782.0,98.17,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,14572.743759761826,13666.489643278534,33.0,30.0,1.0,0.0,17.0,2.0,13.97
11989.494738762252,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.65,36.1,71.51,18973.25,75.96,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,13009.243751552161,14572.743759761826,34.0,40.0,1.0,0.0,17.0,2.0,11.19
10249.118435573899,2.9,72.0,3.1,0.0,33.7,31.3,30.0,29.1,28.2,0.0,1006.49,35.16,74.68,13980.0,39.92,3.2,90.0,1.3,0.0,31.0,30.1,29.7,29.2,28.1,11989.494738762252,13009.243751552161,35.0,50.0,1.0,0.0,17.0,2.0,0.0
9394.047755104806,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.48,34.0,79.34,12312.42,32.72,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,10249.118435573899,11989.494738762252,36.0,0.0,1.0,0.0,17.0,2.0,5.59
8543.146381951481,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.49,33.41,82.1,12892.33,37.42,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,9394.047755104806,10249.118435573899,37.0,10.0,1.0,0.0,17.0,2.0,9.58
7576.640338980873,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.43,32.92,84.09,13217.5,38.97,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,8543.146381951481,9394.047755104806,38.0,20.0,1.0,0.0,17.0,2.0,4.82
7044.531759662344,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.49,32.31,86.37,12659.67,34.66,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,7576.640338980873,8543.146381951481,39.0,30.0,1.0,0.0,17.0,2.0,1.95
6395.85005360932,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.43,31.86,87.66,9730.75,20.7,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,7044.531759662344,7576.640338980873,40.0,40.0,1.0,0.0,17.0,2.0,0.0
5877.629713903909,3.6,134.0,1.1,0.0,33.3,31.9,30.5,29.1,28.2,0.0,1006.49,31.39,89.59,8054.17,14.33,5.1,121.0,1.6,0.0,31.3,30.3,29.8,29.2,28.1,6395.85005360932,7044.531759662344,41.0,50.0,1.0,0.0,17.0,2.0,0.0
5011.109519559807,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.45,31.12,91.35,9615.33,20.52,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,5877.629713903909,6395.85005360932,42.0,0.0,1.0,0.0,17.0,2.0,16.81
4365.732575412365,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.41,31.04,91.96,9390.92,19.55,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,5011.109519559807,5877.629713903909,43.0,10.0,1.0,0.0,17.0,2.0,18.45
3678.8868811166685,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.46,30.94,91.85,8392.0,15.1,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,4365.732575412365,5011.109519559807,44.0,20.0,1.0,0.0,17.0,2.0,14.36
3010.169461592047,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.52,30.47,92.87,6826.58,10.17,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,3678.8868811166685,4365.732575412365,45.0,30.0,1.0,0.0,17.0,2.0,10.71
2473.469058823661,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.37,30.13,94.6,7785.92,14.0,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,3010.169461592047,3678.8868811166685,46.0,40.0,1.0,0.0,17.0,2.0,12.4
2287.6477669634446,2.7,124.0,0.1,0.0,32.4,32.1,30.8,29.1,28.2,0.0,1006.34,30.34,94.74,8463.42,16.82,3.0,19.0,0.6,0.0,30.9,30.6,30.0,29.2,28.1,2473.469058823661,3010.169461592047,47.0,50.0,1.0,0.0,17.0,2.0,12.55
58662.97206358769,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.96,54.77,34.08,64019.78,1014.58,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,56190.43,58650.0,0.0,0.0,1.0,0.0,17.0,2.0,955.64
63737.59347004798,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.89,55.77,33.46,65869.3,1035.35,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,58662.97206358769,56190.43,1.0,10.0,1.0,0.0,17.0,2.0,883.81
65588.6434709529,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.85,56.35,32.82,67603.47,1078.64,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,63737.59347004798,58662.97206358769,2.0,20.0,1.0,0.0,17.0,2.0,980.32
69770.81799306291,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.98,55.25,33.63,70090.34,1128.22,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,65588.6434709529,63737.59347004798,3.0,30.0,1.0,0.0,17.0,2.0,1103.11
72684.35405179151,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.91,54.9,34.28,72334.46,1100.73,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,69770.81799306291,65588.6434709529,4.0,40.0,1.0,0.0,17.0,2.0,1088.71
77224.59430075767,2.5,212.0,2.3,0.0,30.1,30.2,30.6,30.8,29.4,0.0,1013.88,54.93,33.57,75268.22,1148.13,2.6,181.0,1.9,0.0,30.0,30.2,30.5,30.8,29.3,72684.35405179151,69770.81799306291,5.0,50.0,1.0,0.0,17.0,2.0,1190.57
69849.96897917333,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.86,53.84,33.96,73825.87,1157.02,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,77224.59430075767,72684.35405179151,6.0,0.0,1.0,0.0,17.0,2.0,1110.05
74016.03127251087,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.94,52.32,35.57,78899.88,1243.52,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,69849.96897917333,77224.59430075767,7.0,10.0,1.0,0.0,17.0,2.0,1184.47
79341.71057156067,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.86,52.63,35.53,81154.86,1251.6,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,74016.03127251087,69849.96897917333,8.0,20.0,1.0,0.0,17.0,2.0,1229.91
82803.667237359,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.79,52.55,35.51,83169.97,1295.42,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,79341.71057156067,74016.03127251087,9.0,30.0,1.0,0.0,17.0,2.0,1315.51
82130.24163845302,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.68,52.75,35.59,83931.13,1289.62,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,82803.667237359,79341.71057156067,10.0,40.0,1.0,0.0,17.0,2.0,1276.65
79316.64825302709,2.5,166.0,2.8,0.0,30.8,30.4,30.6,30.8,29.4,0.0,1013.74,52.72,35.31,82475.66,1300.29,2.2,278.0,2.8,0.0,30.6,30.3,30.5,30.7,29.3,82130.24163845302,82803.667237359,11.0,50.0,1.0,0.0,17.0,2.0,1258.62
82624.22534652977,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.81,52.16,35.91,81919.35,1325.43,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,79316.64825302709,82130.24163845302,12.0,0.0,1.0,0.0,17.0,2.0,1363.95
85921.99596292742,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.83,51.33,36.83,83275.99,1320.75,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,82624.22534652977,79316.64825302709,13.0,10.0,1.0,0.0,17.0,2.0,1376.63
83119.2677686744,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.84,51.24,37.02,82621.03,1309.53,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,85921.99596292742,82624.22534652977,14.0,20.0,1.0,0.0,17.0,2.0,1301.05
84245.16066405305,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.8,51.15,37.38,81327.64,1298.95,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,83119.2677686744,85921.99596292742,15.0,30.0,1.0,0.0,17.0,2.0,1340.6
82828.67928244163,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.6,51.45,37.28,79567.24,1277.5,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,84245.16066405305,83119.2677686744,16.0,40.0,1.0,0.0,17.0,2.0,1325.56
79391.51538533116,3.2,197.0,3.2,0.0,31.5,30.6,30.6,30.7,29.4,0.0,1013.64,51.97,36.89,77868.66,1264.51,2.6,186.0,3.3,0.0,31.4,30.5,30.5,30.7,29.3,82828.67928244163,84245.16066405305,17.0,50.0,1.0,0.0,17.0,2.0,1270.05
77422.28756327712,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.56,52.1,36.95,76368.45,1245.87,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,79391.51538533116,82828.67928244163,18.0,0.0,1.0,0.0,17.0,2.0,1283.07
74444.87157622898,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.4,52.41,37.03,74614.33,1214.19,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,77422.28756327712,79391.51538533116,19.0,10.0,1.0,0.0,17.0,2.0,1315.75
68960.76061046845,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.32,53.17,36.46,73163.36,1186.03,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,74444.87157622898,77422.28756327712,20.0,20.0,1.0,0.0,17.0,2.0,1097.45
61013.86592378321,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.14,53.62,35.6,58357.77,866.48,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,68960.76061046845,74444.87157622898,21.0,30.0,1.0,0.0,17.0,2.0,982.41
52922.059962237894,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.02,49.4,37.47,36731.7,327.57,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,61013.86592378321,68960.76061046845,22.0,40.0,1.0,0.0,17.0,2.0,740.93
59419.70877160935,2.8,126.0,3.5,0.0,32.4,31.0,30.8,30.7,29.4,0.0,1013.56,49.18,41.18,71323.57,1176.75,3.5,131.0,3.5,0.0,32.3,30.9,30.7,30.7,29.3,52922.059962237894,61013.86592378321,23.0,50.0,1.0,0.0,17.0,2.0,1023.69
57584.39566205381,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1013.02,54.4,35.9,66196.87,1090.16,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,59419.70877160935,52922.059962237894,24.0,0.0,1.0,0.0,17.0,2.0,969.44
54978.5085807123,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1012.95,54.86,34.73,59752.56,943.3,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,57584.39566205381,59419.70877160935,25.0,10.0,1.0,0.0,17.0,2.0,832.84
54845.80043244885,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1012.97,54.38,35.05,57290.3,861.39,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,54978.5085807123,57584.39566205381,26.0,20.0,1.0,0.0,17.0,2.0,855.59
47915.174932795424,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1013.01,53.89,35.33,53904.09,787.3,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,54845.80043244885,54978.5085807123,27.0,30.0,1.0,0.0,17.0,2.0,732.7
42070.363393838554,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1013.02,52.64,36.51,49431.49,705.54,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,47915.174932795424,54845.80043244885,28.0,40.0,1.0,0.0,17.0,2.0,598.96
37799.40761351919,3.8,128.0,3.6,0.0,33.2,31.6,31.0,30.7,29.4,0.0,1012.89,51.75,37.35,45908.18,632.83,3.5,131.0,3.6,0.0,33.1,31.5,30.9,30.6,29.3,42070.363393838554,47915.174932795424,29.0,50.0,1.0,0.0,17.0,2.0,531.73
24369.619614489733,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.34,47.32,39.39,22456.11,211.34,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,37799.40761351919,42070.363393838554,30.0,0.0,1.0,0.0,17.0,2.0,259.61
19904.58193252545,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.27,44.97,43.32,17187.07,168.61,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,24369.619614489733,37799.40761351919,31.0,10.0,1.0,0.0,17.0,2.0,331.5
17652.470976022607,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.21,39.79,50.63,7791.92,16.18,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,19904.58193252545,24369.619614489733,32.0,20.0,1.0,0.0,17.0,2.0,192.43
16148.809036880752,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.27,36.16,63.84,7434.17,13.02,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,17652.470976022607,19904.58193252545,33.0,30.0,1.0,0.0,17.0,2.0,113.74
15157.625875442604,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.3,34.64,71.17,5470.83,6.26,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,16148.809036880752,17652.470976022607,34.0,40.0,1.0,0.0,17.0,2.0,69.74
13724.148164183223,3.5,115.0,2.8,0.0,34.0,32.2,31.3,30.7,29.4,0.0,1012.44,34.14,73.7,4180.83,3.69,4.8,130.0,3.5,0.0,34.1,32.2,31.2,30.6,29.3,15157.625875442604,16148.809036880752,35.0,50.0,1.0,0.0,17.0,2.0,60.46
13061.37009206639,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.46,33.39,75.3,3466.0,2.25,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,13724.148164183223,15157.625875442604,36.0,0.0,1.0,0.0,17.0,2.0,70.48
12837.328212764241,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.32,32.68,79.52,4110.92,3.61,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,13061.37009206639,13724.148164183223,37.0,10.0,1.0,0.0,17.0,2.0,71.3
12491.393382904624,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.34,32.41,80.71,4320.58,4.19,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,12837.328212764241,13061.37009206639,38.0,20.0,1.0,0.0,17.0,2.0,32.45
11970.056083689382,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.33,32.34,81.01,4286.5,4.18,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,12491.393382904624,12837.328212764241,39.0,30.0,1.0,0.0,17.0,2.0,32.64
10825.250602787535,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.27,32.25,81.0,4249.92,4.02,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,11970.056083689382,12491.393382904624,40.0,40.0,1.0,0.0,17.0,2.0,18.6
9944.554256367857,3.2,71.0,1.2,0.0,33.4,32.7,31.7,30.6,29.4,0.0,1012.27,32.35,80.94,4965.92,5.98,4.3,208.0,2.1,0.0,34.3,32.8,31.6,30.6,29.3,10825.250602787535,11970.056083689382,41.0,50.0,1.0,0.0,17.0,2.0,12.5
9088.446906481142,4.4,148.0,0.8,0.0,33.0,32.8,32.0,30.7,29.4,0.0,1012.3,32.64,80.45,4338.33,4.34,3.4,145.0,1.1,0.0,33.9,33.2,32.0,30.6,29.3,9944.554256367857,10825.250602787535,42.0,0.0,1.0,0.0,17.0,2.0,8.75
8019.180521912925,4.4,148.0,0.8,0.0,33.0,32.8,32.0,30.7,29.4,0.0,1012.42,32.56,81.1,4302.25,4.2,3.4,145.0,1.1,0.0,33.9,33.2,32.0,30.6,29.3,9088.446906481142,9944.554256367857,43.0,10.0,1.0,0.0,17.0,2.0,5.81
6822.510374210251,4.4,148.0,0.8,0.0,33.0,32.8,32.0,30.7,29.4,0.0,1012.42,32.27,81.44,3307.33,2.17,3.4,145.0,1.1,0.0,33.9,33.2,32.0,30.6,29.3,8019.180521912925,9088.446906481142,44.0,20.0,1.0,0.0,17.0,2.0,0.0
5511.493887227858,4.4,148.0,0.8,0.0,33.0,32.8,32.0,30.7,29.4,0.0,1012.2,32.02,82.43,3106.58,1.97,3.4,145.0,1.1,0.0,33.9,33.2,32.0,30.6,29.3,6822.510374210251,8019.180521912925,45.0,30.0,1.0,0.0,17.0,2.0,0.72
